contestId,index,name,rating,tags,solvedCount,vector
1395.0,C,Boboniu and Bit Operations,1600.0,bitmasks brute force dp greedy,7637.0,bitmasks brute force dp greedy 1600.0
1395.0,B,Boboniu Plays Chess,1100.0,constructive algorithms,12199.0,constructive algorithms 1100.0
1395.0,A,Boboniu Likes to Color Balls,1000.0,brute force math,14921.0,brute force math 1000.0
1394.0,E,Boboniu and Banknote Collection,3500.0,strings,25.0,strings 3500.0
1394.0,D,Boboniu and Jianghu,2800.0,dp greedy sortings trees,237.0,dp greedy sortings trees 2800.0
1394.0,C,Boboniu and String,2600.0,binary search geometry ternary search,498.0,binary search geometry ternary search 2600.0
1394.0,B,Boboniu Walks on Graph,2300.0,brute force dfs and similar graphs hashing,1181.0,brute force dfs and similar graphs hashing 2300.0
1394.0,A,Boboniu Chats with Du,1800.0,dp greedy sortings two pointers,4143.0,dp greedy sortings two pointers 1800.0
1393.0,E2,Twilight and Ancient Scroll (harder version),3200.0,dp hashing implementation string suffix structures strings two pointers,100.0,dp hashing implementation string suffix structures strings two pointers 3200.0
1393.0,E1,Twilight and Ancient Scroll (easier version),2800.0,dp hashing implementation string suffix structures strings,157.0,dp hashing implementation string suffix structures strings 2800.0
1393.0,D,Rarity and New Dress,2100.0,dfs and similar dp implementation shortest paths,2610.0,dfs and similar dp implementation shortest paths 2100.0
1393.0,C,Pinkie Pie Eats Patty-cakes,1700.0,constructive algorithms greedy math sortings,6898.0,constructive algorithms greedy math sortings 1700.0
1393.0,B,Applejack and Storages,1400.0,constructive algorithms data structures greedy implementation,10458.0,constructive algorithms data structures greedy implementation 1400.0
1393.0,A,"Rainbow Dash, Fluttershy and Chess Coloring",800.0,greedy math,16231.0,greedy math 800.0
1392.0,I,Kevin and Grid,3300.0,fft graphs math,37.0,fft graphs math 3300.0
1392.0,H,ZS Shuffles Cards,3000.0,combinatorics dp math probabilities,166.0,combinatorics dp math probabilities 3000.0
1392.0,G,Omkar and Pies,2900.0,bitmasks dfs and similar dp math shortest paths,181.0,bitmasks dfs and similar dp math shortest paths 2900.0
1392.0,F,Omkar and Landslide,2400.0,binary search constructive algorithms data structures greedy math,1258.0,binary search constructive algorithms data structures greedy math 2400.0
1392.0,E,Omkar and Duck,2100.0,bitmasks constructive algorithms interactive math,2283.0,bitmasks constructive algorithms interactive math 2100.0
1392.0,D,Omkar and Bed Wars,1700.0,dp greedy,5715.0,dp greedy 1700.0
1392.0,C,Omkar and Waterslide,1200.0,greedy implementation,11660.0,greedy implementation 1200.0
1392.0,B,Omkar and Infinity Clock,800.0,implementation math,13781.0,implementation math 800.0
1392.0,A,Omkar and Password,800.0,greedy math,14654.0,greedy math 800.0
1391.0,E,Pairs of Pairs,2600.0,constructive algorithms dfs and similar graphs greedy trees,702.0,constructive algorithms dfs and similar graphs greedy trees 2600.0
1391.0,D,505,2000.0,bitmasks brute force constructive algorithms dp greedy implementation,3112.0,bitmasks brute force constructive algorithms dp greedy implementation 2000.0
1391.0,C,Cyclic Permutations ,1500.0,combinatorics dp graphs math,9523.0,combinatorics dp graphs math 1500.0
1391.0,B,Fix You,800.0,brute force greedy implementation,16887.0,brute force greedy implementation 800.0
1391.0,A,Suborrays,800.0,constructive algorithms math,18202.0,constructive algorithms math 800.0
1389.0,G,Directing Edges,2800.0,dfs and similar dp graphs trees,158.0,dfs and similar dp graphs trees 2800.0
1389.0,F,Bicolored Segments,2600.0,data structures dp graph matchings sortings,499.0,data structures dp graph matchings sortings 2600.0
1389.0,E,Calendar Ambiguity,2200.0,math number theory,2137.0,math number theory 2200.0
1389.0,D,Segment Intersections,2100.0,brute force greedy implementation math,3004.0,brute force greedy implementation math 2100.0
1389.0,C,Good String,1500.0,brute force dp greedy two pointers,10379.0,brute force dp greedy two pointers 1500.0
1389.0,B,Array Walk,1600.0,brute force dp greedy,8928.0,brute force dp greedy 1600.0
1389.0,A,LCM Problem,800.0,constructive algorithms greedy math number theory,20008.0,constructive algorithms greedy math number theory 800.0
1388.0,E,Uncle Bogdan and Projections,2700.0,data structures geometry sortings,253.0,data structures geometry sortings 2700.0
1388.0,D,Captain Flint and Treasure,2000.0,data structures dfs and similar graphs greedy implementation trees,4066.0,data structures dfs and similar graphs greedy implementation trees 2000.0
1388.0,C,Uncle Bogdan and Country Happiness,1800.0,dfs and similar greedy math trees,6361.0,dfs and similar greedy math trees 1800.0
1388.0,B,Captain Flint and a Long Voyage,1000.0,greedy math,16177.0,greedy math 1000.0
1388.0,A,Captain Flint and Crew Recruitment,800.0,brute force greedy math number theory,18541.0,brute force greedy math number theory 800.0
1387.0,C,Viruses,2900.0,*special dp shortest paths string suffix structures,43.0,*special dp shortest paths string suffix structures 2900.0
1387.0,B2,Village (Maximum),2500.0,*special dfs and similar trees,239.0,*special dfs and similar trees 2500.0
1387.0,B1,Village (Minimum),2100.0,*special dp greedy trees,392.0,*special dp greedy trees 2100.0
1387.0,A,Graph,2100.0,*special binary search dfs and similar dp math ternary search,320.0,*special binary search dfs and similar dp math ternary search 2100.0
1386.0,C,Joker,2800.0,*special bitmasks data structures divide and conquer dsu,119.0,*special bitmasks data structures divide and conquer dsu 2800.0
1386.0,B,Mixture,2900.0,*special data structures geometry math sortings,66.0,*special data structures geometry math sortings 2900.0
1386.0,A,Colors,2700.0,*special binary search constructive algorithms interactive,130.0,*special binary search constructive algorithms interactive 2700.0
1385.0,G,Columns Swaps,2300.0,2-sat dfs and similar dsu graphs implementation,736.0,2-sat dfs and similar dsu graphs implementation 2300.0
1385.0,F,Removing Leaves,2300.0,data structures greedy implementation trees,1290.0,data structures greedy implementation trees 2300.0
1385.0,E,Directing Edges,2000.0,constructive algorithms dfs and similar graphs,3727.0,constructive algorithms dfs and similar graphs 2000.0
1385.0,D,a-Good String,1500.0,bitmasks brute force divide and conquer dp implementation,9954.0,bitmasks brute force divide and conquer dp implementation 1500.0
1385.0,C,Make It Good,1200.0,greedy,15878.0,greedy 1200.0
1385.0,B,Restore the Permutation by Merger,800.0,greedy,22724.0,greedy 800.0
1385.0,A,Three Pairwise Maximums,800.0,math,21829.0,math 800.0
1384.0,B2,Koa and the Beach (Hard Version),2200.0,constructive algorithms dp greedy implementation,1706.0,constructive algorithms dp greedy implementation 2200.0
1384.0,B1,Koa and the Beach (Easy Version),1900.0,brute force dp greedy,2745.0,brute force dp greedy 1900.0
1384.0,A,Common Prefixes,1200.0,constructive algorithms greedy strings,12248.0,constructive algorithms greedy strings 1200.0
1383.0,F,Special Edges,3200.0,flows graphs,51.0,flows graphs 3200.0
1383.0,E,Strange Operation,2800.0,combinatorics data structures dp,348.0,combinatorics data structures dp 2800.0
1383.0,D,Rearrange,2800.0,brute force constructive algorithms graphs greedy sortings,271.0,brute force constructive algorithms graphs greedy sortings 2800.0
1383.0,C,String Transformation 2,3100.0,bitmasks dp graphs trees,211.0,bitmasks dp graphs trees 3100.0
1383.0,B,GameGame,1900.0,bitmasks constructive algorithms dp games greedy math,3066.0,bitmasks constructive algorithms dp games greedy math 1900.0
1383.0,A,String Transformation 1,1700.0,dsu graphs greedy sortings strings trees two pointers,6977.0,dsu graphs greedy sortings strings trees two pointers 1700.0
1382.0,B,Sequential Nim,1100.0,dp games,15688.0,dp games 1100.0
1382.0,A,Common Subsequence,800.0,brute force,19325.0,brute force 800.0
1381.0,E,Origami,3300.0,geometry math sortings,49.0,geometry math sortings 3300.0
1381.0,D,The Majestic Brown Tree Snake,3000.0,dfs and similar dp greedy trees two pointers,166.0,dfs and similar dp greedy trees two pointers 3000.0
1381.0,C,Mastermind,2500.0,constructive algorithms graph matchings greedy implementation sortings two pointers,955.0,constructive algorithms graph matchings greedy implementation sortings two pointers 2500.0
1381.0,B,Unmerge,1800.0,dp,5263.0,dp 1800.0
1381.0,A2,Prefix Flip (Hard Version),1700.0,constructive algorithms data structures implementation strings two pointers,8515.0,constructive algorithms data structures implementation strings two pointers 1700.0
1381.0,A1,Prefix Flip (Easy Version),1300.0,constructive algorithms data structures strings,13185.0,constructive algorithms data structures strings 1300.0
1380.0,G,Circular Dungeon,2600.0,greedy math probabilities,339.0,greedy math probabilities 2600.0
1380.0,F,Strange Addition,2600.0,data structures dp matrices,391.0,data structures dp matrices 2600.0
1380.0,E,Merging Towers,2300.0,data structures dsu implementation trees,1142.0,data structures dsu implementation trees 2300.0
1380.0,D,Berserk And Fireball,2000.0,constructive algorithms greedy implementation math two pointers,3091.0,constructive algorithms greedy implementation math two pointers 2000.0
1380.0,C,Create The Teams,1400.0,brute force dp greedy implementation sortings,10076.0,brute force dp greedy implementation sortings 1400.0
1380.0,B,Universal Solution,1400.0,greedy,9157.0,greedy 1400.0
1380.0,A,Three Indices,900.0,brute force data structures,13393.0,brute force data structures 900.0
1379.0,F2,Chess Strikes Back (hard version),2800.0,data structures divide and conquer,156.0,data structures divide and conquer 2800.0
1379.0,F1,Chess Strikes Back (easy version),2700.0,binary search data structures,214.0,binary search data structures 2700.0
1379.0,E,Inverse Genealogy,2800.0,constructive algorithms divide and conquer dp math trees,116.0,constructive algorithms divide and conquer dp math trees 2800.0
1379.0,D,New Passenger Trams,2300.0,binary search brute force data structures sortings two pointers,687.0,binary search brute force data structures sortings two pointers 2300.0
1379.0,C,Choosing flowers,2000.0,binary search brute force data structures dfs and similar dp greedy sortings two pointers,3079.0,binary search brute force data structures dfs and similar dp greedy sortings two pointers 2000.0
1379.0,B,Dubious Cyrpto,1500.0,binary search brute force math number theory,7862.0,binary search brute force math number theory 1500.0
1379.0,A,Acacius and String,1500.0,brute force implementation strings,7840.0,brute force implementation strings 1500.0
1375.0,I,Cubic Lattice,3500.0,geometry math matrices number theory,36.0,geometry math matrices number theory 3500.0
1375.0,H,Set Merging,3300.0,constructive algorithms divide and conquer,119.0,constructive algorithms divide and conquer 3300.0
1375.0,G,Tree Modification,2800.0,brute force constructive algorithms dfs and similar graph matchings graphs trees,929.0,brute force constructive algorithms dfs and similar graph matchings graphs trees 2800.0
1375.0,F,Integer Game,2600.0,constructive algorithms games interactive math,1238.0,constructive algorithms games interactive math 2600.0
1375.0,E,Inversion SwapSort,2500.0,constructive algorithms greedy sortings,1689.0,constructive algorithms greedy sortings 2500.0
1375.0,D,Replace by MEX,1900.0,brute force constructive algorithms sortings,6022.0,brute force constructive algorithms sortings 1900.0
1375.0,C,Element Extermination,1400.0,constructive algorithms data structures greedy,11821.0,constructive algorithms data structures greedy 1400.0
1375.0,B,Neighbor Grid,1200.0,constructive algorithms greedy,12234.0,constructive algorithms greedy 1200.0
1375.0,A,Sign Flipping,1100.0,constructive algorithms math,13852.0,constructive algorithms math 1100.0
1374.0,F,Cyclic Shifts Sorting,2400.0,brute force constructive algorithms implementation sortings,877.0,brute force constructive algorithms implementation sortings 2400.0
1374.0,E2,Reading Books (hard version),2500.0,data structures greedy implementation sortings ternary search two pointers,555.0,data structures greedy implementation sortings ternary search two pointers 2500.0
1374.0,E1,Reading Books (easy version),1600.0,data structures greedy sortings,8682.0,data structures greedy sortings 1600.0
1374.0,D,Zero Remainder Array,1400.0,math sortings two pointers,12696.0,math sortings two pointers 1400.0
1374.0,C,Move Brackets,1000.0,greedy strings,20586.0,greedy strings 1000.0
1374.0,B,"Multiply by 2, divide by 6",900.0,math,22009.0,math 900.0
1374.0,A,Required Remainder,800.0,math,23984.0,math 800.0
1373.0,G,Pawns,2600.0,data structures divide and conquer greedy,435.0,data structures divide and conquer greedy 2600.0
1373.0,F,Network Coverage,2400.0,binary search constructive algorithms data structures greedy,1106.0,binary search constructive algorithms data structures greedy 2400.0
1373.0,E,Sum of Digits,2200.0,brute force constructive algorithms dp greedy,2068.0,brute force constructive algorithms dp greedy 2200.0
1373.0,D,Maximum Sum on Even Positions,1600.0,divide and conquer dp greedy implementation,8901.0,divide and conquer dp greedy implementation 1600.0
1373.0,C,Pluses and Minuses,1300.0,math,12800.0,math 1300.0
1373.0,B,01 Game,900.0,games,18024.0,games 900.0
1373.0,A,Donut Shops,1000.0,greedy implementation math,16080.0,greedy implementation math 1000.0
1372.0,F,Omkar and Modes,2700.0,binary search divide and conquer interactive,223.0,binary search divide and conquer interactive 2700.0
1372.0,E,Omkar and Last Floor,2900.0,dp greedy two pointers,522.0,dp greedy two pointers 2900.0
1372.0,D,Omkar and Circle,2100.0,brute force dp games greedy,3744.0,brute force dp games greedy 2100.0
1372.0,C,Omkar and Baseball,1500.0,constructive algorithms math,10775.0,constructive algorithms math 1500.0
1372.0,B,Omkar and Last Class of Math,1300.0,greedy math number theory,15086.0,greedy math number theory 1300.0
1372.0,A,Omkar and Completion,800.0,constructive algorithms implementation,20983.0,constructive algorithms implementation 800.0
1371.0,F,Raging Thunder,2800.0,data structures divide and conquer implementation,282.0,data structures divide and conquer implementation 2800.0
1371.0,E2,Asterism (Hard Version),2300.0,binary search combinatorics dp math number theory sortings,1681.0,binary search combinatorics dp math number theory sortings 2300.0
1371.0,E1,Asterism (Easy Version),1900.0,binary search brute force combinatorics math number theory sortings,3681.0,binary search brute force combinatorics math number theory sortings 1900.0
1371.0,D,Grid-00100,1600.0,constructive algorithms greedy implementation,9177.0,constructive algorithms greedy implementation 1600.0
1371.0,C,A Cookie for You,1300.0,greedy implementation math,13719.0,greedy implementation math 1300.0
1371.0,B,Magical Calendar,1200.0,math,14767.0,math 1200.0
1371.0,A,Magical Sticks,800.0,math,22707.0,math 800.0
1370.0,F2,The Hidden Pair (Hard Version),2700.0,binary search dfs and similar graphs interactive shortest paths trees,785.0,binary search dfs and similar graphs interactive shortest paths trees 2700.0
1370.0,F1,The Hidden Pair (Easy Version),2400.0,binary search dfs and similar graphs interactive shortest paths trees,891.0,binary search dfs and similar graphs interactive shortest paths trees 2400.0
1370.0,E,Binary Subsequence Rotation,2100.0,binary search constructive algorithms data structures greedy,3433.0,binary search constructive algorithms data structures greedy 2100.0
1370.0,D,Odd-Even Subsequence,2000.0,binary search dp dsu greedy implementation,5737.0,binary search dp dsu greedy implementation 2000.0
1370.0,C,Number Game,1400.0,games math number theory,13426.0,games math number theory 1400.0
1370.0,B,GCD Compression,1100.0,constructive algorithms math number theory,15960.0,constructive algorithms math number theory 1100.0
1370.0,A,Maximum GCD,800.0,greedy implementation math number theory,22547.0,greedy implementation math number theory 800.0
1369.0,F,BareLee,2700.0,dfs and similar dp games,378.0,dfs and similar dp games 2700.0
1369.0,E,DeadLee,2400.0,data structures dfs and similar greedy implementation sortings,1441.0,data structures dfs and similar greedy implementation sortings 2400.0
1369.0,D,TediousLee,1900.0,dp graphs greedy math trees,5906.0,dp graphs greedy math trees 1900.0
1369.0,C,RationalLee,1400.0,greedy math sortings two pointers,12212.0,greedy math sortings two pointers 1400.0
1369.0,B,AccurateLee,1200.0,greedy implementation strings,15865.0,greedy implementation strings 1200.0
1369.0,A,FashionabLee,800.0,geometry math,21926.0,geometry math 800.0
1368.0,H2,Breadboard Capacity (hard version),3500.0,,40.0, 3500.0
1368.0,H1,Breadboard Capacity (easy version),3300.0,dp flows greedy,66.0,dp flows greedy 3300.0
1368.0,G,Shifting Dominoes,3200.0,data structures geometry graphs trees,93.0,data structures geometry graphs trees 3200.0
1368.0,F,Lamps on a Circle,2600.0,games implementation interactive math,563.0,games implementation interactive math 2600.0
1368.0,E,Ski Accidents,2500.0,constructive algorithms graphs greedy,1328.0,constructive algorithms graphs greedy 2500.0
1368.0,D,"AND, OR and square sum",1700.0,bitmasks greedy math,7088.0,bitmasks greedy math 1700.0
1368.0,C,Even Picture,1500.0,constructive algorithms,9494.0,constructive algorithms 1500.0
1368.0,B,Codeforces Subsequences,1500.0,brute force constructive algorithms greedy math strings,11583.0,brute force constructive algorithms greedy math strings 1500.0
1368.0,A,C+=,800.0,brute force greedy implementation math,19226.0,brute force greedy implementation math 800.0
1367.0,F2,Flying Sort (Hard Version),2400.0,binary search data structures dp greedy sortings two pointers,776.0,binary search data structures dp greedy sortings two pointers 2400.0
1367.0,F1,Flying Sort (Easy Version),2100.0,dp greedy two pointers,1871.0,dp greedy two pointers 2100.0
1367.0,E,Necklace Assembly,1900.0,brute force dfs and similar dp graphs greedy number theory,3560.0,brute force dfs and similar dp graphs greedy number theory 1900.0
1367.0,D,Task On The Board,1800.0,constructive algorithms greedy implementation sortings,5693.0,constructive algorithms greedy implementation sortings 1800.0
1367.0,C,Social Distance,1300.0,constructive algorithms greedy math,14595.0,constructive algorithms greedy math 1300.0
1367.0,B,Even Array,800.0,greedy math,23739.0,greedy math 800.0
1367.0,A,Short Substrings,800.0,implementation strings,26143.0,implementation strings 800.0
1366.0,G,Construct the String,2700.0,data structures dp strings,297.0,data structures dp strings 2700.0
1366.0,F,Jog Around The Graph,2700.0,binary search dp geometry graphs,349.0,binary search dp geometry graphs 2700.0
1366.0,E,Two Arrays,2100.0,binary search brute force combinatorics constructive algorithms dp two pointers,2693.0,binary search brute force combinatorics constructive algorithms dp two pointers 2100.0
1366.0,D,Two Divisors,2000.0,constructive algorithms math number theory,5766.0,constructive algorithms math number theory 2000.0
1366.0,C,Palindromic Paths,1500.0,greedy math,9292.0,greedy math 1500.0
1366.0,B,Shuffle,1300.0,math two pointers,13140.0,math two pointers 1300.0
1366.0,A,Shovels and Swords,1100.0,binary search greedy math,16910.0,binary search greedy math 1100.0
1365.0,G,Secure Password,2800.0,bitmasks combinatorics constructive algorithms interactive math,436.0,bitmasks combinatorics constructive algorithms interactive math 2800.0
1365.0,F,Swaps Again,2100.0,constructive algorithms implementation sortings,3152.0,constructive algorithms implementation sortings 2100.0
1365.0,E,Maximum Subsequence Value,1900.0,brute force constructive algorithms,5525.0,brute force constructive algorithms 1900.0
1365.0,D,Solve The Maze,1700.0,constructive algorithms dfs and similar dsu graphs greedy implementation shortest paths,8576.0,constructive algorithms dfs and similar dsu graphs greedy implementation shortest paths 1700.0
1365.0,C,Rotation Matching,1400.0,constructive algorithms data structures greedy implementation,13410.0,constructive algorithms data structures greedy implementation 1400.0
1365.0,B,Trouble Sort,1300.0,constructive algorithms implementation,15585.0,constructive algorithms implementation 1300.0
1365.0,A,Matrix Game,1100.0,games greedy implementation,17041.0,games greedy implementation 1100.0
1364.0,E,X-OR,2700.0,bitmasks constructive algorithms divide and conquer interactive probabilities,601.0,bitmasks constructive algorithms divide and conquer interactive probabilities 2700.0
1364.0,D,Ehab's Last Corollary,2100.0,constructive algorithms dfs and similar graphs greedy implementation trees,2592.0,constructive algorithms dfs and similar graphs greedy implementation trees 2100.0
1364.0,C,Ehab and Prefix MEXs,1600.0,brute force constructive algorithms greedy,8258.0,brute force constructive algorithms greedy 1600.0
1364.0,B,Most socially-distanced subsequence,1300.0,greedy two pointers,12382.0,greedy two pointers 1300.0
1364.0,A,XXXXX,1200.0,brute force data structures number theory two pointers,14806.0,brute force data structures number theory two pointers 1200.0
1363.0,F,Rotating Substrings,2600.0,dp strings,694.0,dp strings 2600.0
1363.0,E,Tree Shuffling,2000.0,dfs and similar dp greedy trees,4410.0,dfs and similar dp greedy trees 2000.0
1363.0,D,Guess The Maximums,2100.0,binary search implementation interactive math,2873.0,binary search implementation interactive math 2100.0
1363.0,C,Game On Leaves,1600.0,games trees,10608.0,games trees 1600.0
1363.0,B,Subsequence Hate,1400.0,implementation strings,13432.0,implementation strings 1400.0
1363.0,A,Odd Selection,1200.0,brute force implementation math,18599.0,brute force implementation math 1200.0
1362.0,C,Johnny and Another Rating Drop,1400.0,bitmasks greedy math,11385.0,bitmasks greedy math 1400.0
1362.0,B,Johnny and His Hobbies,1200.0,bitmasks brute force,12747.0,bitmasks brute force 1200.0
1362.0,A,Johnny and Ancient Computer,1000.0,implementation,15968.0,implementation 1000.0
1361.0,F,Johnny and New Toy,3300.0,data structures implementation math,62.0,data structures implementation math 3300.0
1361.0,E,James and the Chase,3000.0,dfs and similar graphs probabilities trees,192.0,dfs and similar graphs probabilities trees 3000.0
1361.0,D,Johnny and James,2900.0,greedy implementation math trees,191.0,greedy implementation math trees 2900.0
1361.0,C,Johnny and Megan's Necklace,2500.0,binary search bitmasks constructive algorithms dfs and similar dsu graphs,834.0,binary search bitmasks constructive algorithms dfs and similar dsu graphs 2500.0
1361.0,B,Johnny and Grandmaster,1900.0,greedy implementation math sortings,2444.0,greedy implementation math sortings 1900.0
1361.0,A,Johnny and Contribution,1700.0,constructive algorithms graphs greedy sortings,6173.0,constructive algorithms graphs greedy sortings 1700.0
1360.0,H,Binary Median,2100.0,binary search bitmasks brute force constructive algorithms,3124.0,binary search bitmasks brute force constructive algorithms 2100.0
1360.0,G,A/B Matrix,1900.0,constructive algorithms greedy math,5254.0,constructive algorithms greedy math 1900.0
1360.0,F,Spy-string,1700.0,bitmasks brute force constructive algorithms dp hashing strings,7495.0,bitmasks brute force constructive algorithms dp hashing strings 1700.0
1360.0,E,Polygon,1300.0,dp graphs implementation shortest paths,14514.0,dp graphs implementation shortest paths 1300.0
1360.0,D,Buying Shovels,1300.0,math number theory,16044.0,math number theory 1300.0
1360.0,C,Similar Pairs,1100.0,constructive algorithms graph matchings greedy sortings,18969.0,constructive algorithms graph matchings greedy sortings 1100.0
1360.0,B,Honest Coach,800.0,greedy sortings,23513.0,greedy sortings 800.0
1360.0,A,Minimal Square,800.0,greedy math,24115.0,greedy math 800.0
1359.0,F,RC Kaboom Show,2900.0,binary search brute force data structures geometry math,227.0,binary search brute force data structures geometry math 2900.0
1359.0,E,Modular Stability,2000.0,combinatorics math number theory,3816.0,combinatorics math number theory 2000.0
1359.0,D,Yet Another Yet Another Task,2000.0,data structures dp implementation two pointers,5585.0,data structures dp implementation two pointers 2000.0
1359.0,C,Mixing Water,1700.0,binary search math,8832.0,binary search math 1700.0
1359.0,B,New Theatre Square,1000.0,brute force dp greedy implementation two pointers,17229.0,brute force dp greedy implementation two pointers 1000.0
1359.0,A,Berland Poker,1000.0,brute force greedy math,18482.0,brute force greedy math 1000.0
1358.0,F,Tasty Cookie,2700.0,binary search constructive algorithms greedy implementation,307.0,binary search constructive algorithms greedy implementation 2700.0
